x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z
-12,0.000001,75,-12,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-15,0.000001,75,-15,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-18,0.000001,75,-18,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-21,0.000001,75,-21,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-24,0.000001,75,-24,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-27,0.000001,75,-27,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-30,0.000001,75,-30,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-33,0.000001,75,-33,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-36,0.000001,75,-36,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-39,0.000001,75,-39,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-42,0.000001,75,-42,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-45,0.000001,75,-45,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-48,0.000001,75,-48,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-51,0.000001,75,-51,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-54,0.000001,75,-54,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-57,0.000001,75,-57,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-60,0.000001,75,-60,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-63,0.000001,75,-63,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-66,0.000001,75,-66,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-69,0.000001,75,-69,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-72,0.000001,75,-72,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
-75,0.000001,75,-75,0.000001,75,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
75,0.000001,72,75,0.000001,72,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
72.00,-0.000295,72.00,72.00,-0.000266,72.00,0.000000E+0,-2.905800E-5,0.000000E+0,0.00,0,0.00,0
69.00,-0.000031,72.00,69.00,0.000073,72.00,-1.000000E-4,-1.047619E-4,-1.000000E-4,0.00,0.00,0.00,0.00
66.00,-0.000074,72.00,66.00,0.000163,72.00,-2.000000E-4,-2.369103E-4,-1.000000E-4,0.00,0.00,0.00,0.00
63.00,-0.000576,72.00,63.00,-0.000163,72.00,-2.000000E-4,-4.129890E-4,-2.000000E-4,0.00,0.00,0.00,0.00
60.00,-0.001314,72.00,60.00,-0.000695,72.00,-2.000000E-4,-6.191160E-4,-1.000000E-4,0.00,0.00,0.00,0.00
57.00,-0.002566,72.00,57.00,-0.001720,72.00,-3.000000E-4,-8.468300E-4,-1.000000E-4,0.00,0.00,0.00,0.00
54.00,-0.003426,72.00,54.00,-0.002339,72.00,-3.000000E-4,-1.086850E-3,-2.000000E-4,0.00,0.00,0.00,0.00
51.00,-0.005017,72.00,51.00,-0.003681,72.00,-3.000000E-4,-1.336060E-3,-2.000000E-4,0.00,0.00,0.00,0.00
48.00,-0.006352,72.00,48.00,-0.004759,72.00,-4.000000E-4,-1.593710E-3,-2.000000E-4,0.00,0.00,0.00,0.00
45.00,-0.008063,72.00,45.00,-0.006199,72.00,-5.000000E-4,-1.863960E-3,-2.000000E-4,0.00,0.00,0.00,0.00
42.00,-0.010344,72.00,42.00,-0.008191,72.00,-4.000000E-4,-2.152420E-3,-2.000000E-4,0.00,0.00,0.00,0.00
39.00,-0.013003,72.00,39.00,-0.010531,72.00,-5.000000E-4,-2.472500E-3,-3.000000E-4,0.00,0.00,0.00,0.00
36.00,-0.015815,72.00,36.00,-0.012997,72.00,-6.000000E-4,-2.817400E-3,-3.000000E-4,0.00,0.00,0.00,0.00
33.00,-0.019028,72.00,33.00,-0.015857,72.00,-6.000000E-4,-3.171100E-3,-3.000000E-4,0.00,0.00,0.00,0.00
30.00,-0.022084,72.00,30.00,-0.018556,72.00,-6.000000E-4,-3.527600E-3,-4.000000E-4,0.00,0.00,0.00,0.00
27.00,-0.025267,72.00,27.00,-0.021371,72.00,-7.000000E-4,-3.896100E-3,-3.000000E-4,0.00,0.00,0.00,0.00
24.00,-0.028706,72.00,24.00,-0.024433,72.00,-8.000000E-4,-4.273500E-3,-5.000000E-4,0.00,0.00,0.00,0.00
21.00,-0.032216,72.00,21.00,-0.027561,72.00,-8.000000E-4,-4.655400E-3,-5.000000E-4,0.00,0.00,0.00,0.00
18.00,-0.035412,72.00,18.00,-0.030372,72.00,-8.000000E-4,-5.039900E-3,-5.000000E-4,0.01,0.00,0.01,0.00
15.00,-0.038304,72.00,15.00,-0.032887,72.00,-8.000000E-4,-5.417000E-3,-5.000000E-4,0.01,0.00,0.01,0.00
12.00,-0.041466,71.99,12.00,-0.035682,72.00,-9.000000E-4,-5.783600E-3,-6.000000E-4,0.01,0.00,0.01,0.00
9.00,-0.043519,71.99,9.00,-0.037381,71.99,-8.500000E-4,-6.138200E-3,-7.000000E-4,0.01,0.00,0.01,0.00
6.00,-0.045000,71.99,6.00,-0.038526,71.99,-8.500000E-4,-6.473800E-3,-7.000000E-4,0.01,0.00,0.01,0.00
3.00,-0.046495,71.99,3.00,-0.039706,71.99,-8.500000E-4,-6.788900E-3,-7.000000E-4,0.01,0.00,0.01,0.00
-0.000754,-0.047351,71.99,0.000066,-0.040274,71.99,-8.201649E-4,-7.077000E-3,-8.000000E-4,0.01,0.00,0.01,0.00
-3.00,-0.047034,71.99,-3.00,-0.039701,71.99,-7.900000E-4,-7.332500E-3,-8.000000E-4,0.01,0.00,0.01,0.00
-6.00,-0.046619,71.99,-6.00,-0.039072,71.99,-7.400000E-4,-7.546400E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-9.00,-0.045125,71.99,-9.00,-0.037410,71.99,-6.800000E-4,-7.715200E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-12.00,-0.043545,71.99,-12.00,-0.035715,72.00,-6.000000E-4,-7.829500E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-15,-0.040985,71.99,-15.00,-0.033100,72.00,-5.000000E-4,-7.885000E-3,-1.000000E-3,0.01,0.00,0.01,0.00
-18.00,-0.038606,72.00,-18.00,-0.030729,72.00,-4.000000E-4,-7.877200E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-21.00,-0.035503,72.00,-21.00,-0.027702,72.00,-4.000000E-4,-7.800400E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-24.00,-0.032727,72.00,-24.00,-0.025065,72.00,-3.000000E-4,-7.661900E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-27.00,-0.029811,72.00,-27.00,-0.022353,72.00,-2.000000E-4,-7.457900E-3,-8.000000E-4,0.01,0.00,0.01,0.00
-30.00,-0.026338,72.00,-30.00,-0.019151,72.00,-1.000000E-4,-7.187800E-3,-9.000000E-4,0.01,0.00,0.01,0.00
-33.00,-0.022979,72.00,-33.00,-0.016136,72.00,-1.000000E-4,-6.842500E-3,-8.000000E-4,0.01,0.00,0.01,0.00
-36.00,-0.020046,72.00,-36.00,-0.013632,72.00,0.000000E+0,-6.413900E-3,-8.000000E-4,0.01,0,0.01,0.00
-39.00,-0.016640,72.00,-39.00,-0.010726,72.00,1.000000E-4,-5.914600E-3,-6.000000E-4,0.01,0.00,0.01,0.00
-42.00,-0.013949,72.00,-42.00,-0.008584,72.00,1.000000E-4,-5.364590E-3,-7.000000E-4,0.01,0.00,0.01,0.00
-45.00,-0.011293,72.00,-45.00,-0.006515,72.00,2.000000E-4,-4.777890E-3,-5.000000E-4,0.00,0.00,0.00,0.00
-48.00,-0.009413,72.00,-48.00,-0.005257,72.00,2.000000E-4,-4.155680E-3,-5.000000E-4,0.00,0.00,0.00,0.00
-51.00,-0.007061,72.00,-51.00,-0.003552,72.00,2.000000E-4,-3.508720E-3,-5.000000E-4,0.00,0.00,0.00,0.00
-54.00,-0.005487,72.00,-54.00,-0.002636,72.00,3.000000E-4,-2.850860E-3,-4.000000E-4,0.00,0.00,0.00,0.00
-57.00,-0.003850,72.00,-57.00,-0.001651,72.00,3.000000E-4,-2.199010E-3,-3.000000E-4,0.00,0.00,0.00,0.00
-60.00,-0.002508,72.00,-60.00,-0.000931,72.00,2.000000E-4,-1.576992E-3,-3.000000E-4,0.00,0.00,0.00,0.00
-63.00,-0.001152,72.00,-63.00,-0.000136,72.00,2.000000E-4,-1.015612E-3,-2.000000E-4,0.00,0.00,0.00,0.00
-66.00,-0.000418,72.00,-66.00,0.000130,72.00,2.000000E-4,-5.484110E-4,-2.000000E-4,0.00,0.00,0.00,0.00
-69.00,-0.000213,72.00,-69.00,0.000002,72.00,2.000000E-4,-2.149461E-4,-2.000000E-4,0.00,0.00,0.00,0.00
-72.00,-0.000275,72.00,-72.00,-0.000228,72.00,1.000000E-4,-4.718100E-5,-1.000000E-4,0.00,0.00,0.00,0.00
-75,0.000001,72,-75,0.000001,72,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
75,0.000001,69,75,0.000001,69,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
72.00,0.000215,69.00,72.00,0.000320,69.00,-1.000000E-4,-1.049910E-4,-1.000000E-4,0.00,0.00,0.00,0.00
69.00,-0.000278,69.00,69.00,0.000103,69.00,-2.000000E-4,-3.809210E-4,-1.000000E-4,0.00,0.00,0.00,0.00
66.00,-0.001523,69.00,66.00,-0.000662,69.00,-3.000000E-4,-8.614940E-4,-2.000000E-4,0.00,0.00,0.00,0.00
63.00,-0.003623,69.00,63.00,-0.002114,69.00,-3.000000E-4,-1.509090E-3,-2.000000E-4,0.00,0.00,0.00,0.00
60.00,-0.006189,69.00,60.00,-0.003910,69.00,-5.000000E-4,-2.279820E-3,-2.000000E-4,0.00,0.00,0.00,0.00
57.00,-0.010084,69.00,57.00,-0.006948,69.00,-5.000000E-4,-3.135420E-3,-3.000000E-4,0.00,0.00,0.00,0.00
54.00,-0.013900,69.00,54.00,-0.009849,69.00,-6.000000E-4,-4.051230E-3,-3.000000E-4,0.00,0.00,0.00,0.00
51.00,-0.019038,69.00,51.00,-0.014027,69.00,-6.000000E-4,-5.011100E-3,-3.000000E-4,0.01,0.00,0.01,0.00
48.00,-0.024565,69.00,48.00,-0.018552,69.00,-8.000000E-4,-6.013400E-3,-3.000000E-4,0.01,0.00,0.01,0.00
45.00,-0.030816,69.00,45.00,-0.023756,69.00,-9.000000E-4,-7.060600E-3,-4.000000E-4,0.01,0.00,0.01,0.00
42.00,-0.038092,69.00,42.00,-0.029924,69.00,-1.000000E-3,-8.168100E-3,-4.000000E-4,0.01,0.00,0.01,0.00
39.00,-0.046477,69.00,39.00,-0.037143,69.00,-1.000000E-3,-9.334900E-3,-4.000000E-4,0.01,0.00,0.01,0.00
36.00,-0.056179,69.00,36.00,-0.045616,69.00,-1.100000E-3,-1.056330E-2,-5.000000E-4,0.01,0.00,0.01,0.00
33.00,-0.066402,69.00,33.00,-0.054557,69.00,-1.200000E-3,-1.184440E-2,-5.000000E-4,0.01,0.00,0.01,0.00
30.00,-0.076893,69.00,30.00,-0.063728,69.00,-1.300000E-3,-1.316510E-2,-5.000000E-4,0.01,0.00,0.01,0.00
27.00,-0.087435,69.00,27.00,-0.072922,69.00,-1.300000E-3,-1.451250E-2,-6.000000E-4,0.01,0.00,0.01,0.00
24.00,-0.098296,69.00,24.00,-0.082417,69.00,-1.400000E-3,-1.587850E-2,-6.000000E-4,0.02,0.00,0.02,0.00
21.00,-0.108726,69.00,21.00,-0.091472,69.00,-1.500000E-3,-1.725400E-2,-7.000000E-4,0.02,0.00,0.02,0.00
18.00,-0.118655,69.00,18.00,-0.100035,69.00,-1.500000E-3,-1.862000E-2,-7.000000E-4,0.02,0.00,0.02,0.00
15.00,-0.128064,68.99,15.00,-0.108092,69.00,-1.600000E-3,-1.997200E-2,-8.000000E-4,0.02,0.00,0.02,0.00
12.00,-0.136462,68.99,12.00,-0.115170,69.00,-1.700000E-3,-2.129200E-2,-8.000000E-4,0.02,0.00,0.02,0.00
9.00,-0.143012,68.99,9.00,-0.120442,69.00,-1.620000E-3,-2.257000E-2,-8.000000E-4,0.02,0.00,0.02,0.00
6.00,-0.148683,68.99,6.00,-0.124890,69.00,-1.630000E-3,-2.379300E-2,-9.000000E-4,0.02,0.00,0.02,0.00
3.00,-0.152395,68.99,3.00,-0.127454,68.99,-1.610000E-3,-2.494100E-2,-1.000000E-3,0.03,0.00,0.02,0.00
-0.001490,-0.154387,68.99,0.000092,-0.128390,68.99,-1.581657E-3,-2.599700E-2,-1.100000E-3,0.03,0.00,0.03,0.00
-3.00,-0.154403,68.99,-3.00,-0.127468,68.99,-1.510000E-3,-2.693500E-2,-1.100000E-3,0.03,0.00,0.03,0.00
-6.00,-0.152867,68.99,-6.00,-0.125134,69.00,-1.440000E-3,-2.773300E-2,-1.300000E-3,0.03,0.00,0.03,0.00
-9.00,-0.149489,68.99,-9.00,-0.121122,69.00,-1.340000E-3,-2.836700E-2,-1.300000E-3,0.03,0.00,0.03,0.00
-12.00,-0.144476,68.99,-12.00,-0.115662,69.00,-1.300000E-3,-2.881400E-2,-1.300000E-3,0.03,0.00,0.03,0.00
-15.00,-0.137964,68.99,-15.00,-0.108908,69.00,-1.100000E-3,-2.905600E-2,-1.400000E-3,0.03,0.00,0.03,0.00
-18.00,-0.130115,68.99,-18.00,-0.101039,69.00,-1.000000E-3,-2.907600E-2,-1.400000E-3,0.03,0.00,0.03,0.00
-21.00,-0.121567,69.00,-21.00,-0.092706,69.00,-8.000000E-4,-2.886060E-2,-1.500000E-3,0.03,0.00,0.03,0.00
-24.00,-0.112159,69.00,-24.00,-0.083760,69.00,-6.000000E-4,-2.839930E-2,-1.500000E-3,0.03,0.00,0.03,0.00
-27,-0.102317,69.00,-27.00,-0.074631,69.00,-5.000000E-4,-2.768580E-2,-1.400000E-3,0.03,0.00,0.03,0.00
-30.00,-0.092047,69.00,-30.00,-0.065338,69.00,-3.000000E-4,-2.670990E-2,-1.400000E-3,0.03,0.00,0.03,0.00
-33.00,-0.081542,69.00,-33.00,-0.056080,69.00,-2.000000E-4,-2.546180E-2,-1.300000E-3,0.03,0.00,0.03,0.00
-36.00,-0.071113,69.00,-36.00,-0.047169,69.00,0.000000E+0,-2.394430E-2,-1.300000E-3,0.02,0,0.02,0.00
-39.00,-0.061337,69.00,-39.00,-0.039166,69.00,1.000000E-4,-2.217170E-2,-1.200000E-3,0.02,0.00,0.02,0.00
-42.00,-0.051679,69.00,-42.00,-0.031504,69.00,3.000000E-4,-2.017440E-2,-1.100000E-3,0.02,0.00,0.02,0.00
-45.00,-0.042960,69.00,-45.00,-0.024973,69.00,3.000000E-4,-1.798690E-2,-1.100000E-3,0.02,0.00,0.02,0.00
-48.00,-0.035245,69.00,-48.00,-0.019588,69.00,4.000000E-4,-1.565700E-2,-1.000000E-3,0.02,0.00,0.02,0.00
-51.00,-0.028378,69.00,-51.00,-0.015150,69.00,4.000000E-4,-1.322820E-2,-9.000000E-4,0.01,0.00,0.01,0.00
-54.00,-0.021356,69.00,-54.00,-0.010596,69.00,4.000000E-4,-1.075950E-2,-7.000000E-4,0.01,0.00,0.01,0.00
-57.00,-0.015654,69.00,-57.00,-0.007332,69.00,4.000000E-4,-8.321740E-3,-6.000000E-4,0.01,0.00,0.01,0.00
-60.00,-0.010305,69.00,-60.00,-0.004303,69.00,4.000000E-4,-6.002070E-3,-6.000000E-4,0.01,0.00,0.01,0.00
-63.00,-0.006197,69.00,-63.00,-0.002290,69.00,4.000000E-4,-3.907450E-3,-4.000000E-4,0.00,0.00,0.00,0.00
-66.00,-0.003173,69.00,-66.00,-0.001010,69.00,4.000000E-4,-2.163620E-3,-4.000000E-4,0.00,0.00,0.00,0.00
-69.00,-0.001039,69.00,-69.00,-0.000137,69.00,2.000000E-4,-9.017410E-4,-3.000000E-4,0.00,0.00,0.00,0.00
-72.00,-0.000181,69.00,-72.00,0.000034,69.00,1.000000E-4,-2.147567E-4,-2.000000E-4,0.00,0.00,0.00,0.00
-75,0.000001,69,-75,0.000001,69,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
75,0.000001,66,75,0.000001,66,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
72.00,-0.000320,66.00,72.00,-0.000082,66.00,-2.000000E-4,-2.376894E-4,-2.000000E-4,0.00,0.00,0.00,0.00
69.00,-0.001481,66.00,69.00,-0.000619,66.00,-3.000000E-4,-8.619730E-4,-2.000000E-4,0.00,0.00,0.00,0.00
66.00,-0.004397,66.00,66.00,-0.002519,66.00,-4.000000E-4,-1.877850E-3,-3.000000E-4,0.00,0.00,0.00,0.00
63.00,-0.008636,66.00,63.00,-0.005416,66.00,-5.000000E-4,-3.219870E-3,-3.000000E-4,0.00,0.00,0.00,0.00
60.00,-0.014834,66.00,60.00,-0.010027,66.00,-7.000000E-4,-4.807000E-3,-3.000000E-4,0.00,0.00,0.00,0.00
57.00,-0.022507,66.00,57.00,-0.015935,66.00,-7.000000E-4,-6.571300E-3,-3.000000E-4,0.01,0.00,0.01,0.00
54.00,-0.031161,66.00,54.00,-0.022701,66.00,-9.000000E-4,-8.460400E-3,-4.000000E-4,0.01,0.00,0.01,0.00
51.00,-0.041338,66.00,51.00,-0.030890,66.00,-9.000000E-4,-1.044720E-2,-4.000000E-4,0.01,0.00,0.01,0.00
48.00,-0.052807,66.00,48.00,-0.040287,66.00,-1.100000E-3,-1.251950E-2,-4.000000E-4,0.01,0.00,0.01,0.00
45.00,-0.065595,66.00,45.00,-0.050911,66.00,-1.200000E-3,-1.468390E-2,-4.000000E-4,0.01,0.00,0.01,0.00
42.00,-0.079905,66.00,42.00,-0.062958,66.00,-1.300000E-3,-1.694660E-2,-4.000000E-4,0.02,0.00,0.02,0.00
39.00,-0.095740,66.00,39.00,-0.076419,66.00,-1.500000E-3,-1.932100E-2,-5.000000E-4,0.02,0.00,0.02,0.00
36.00,-0.112789,66.00,36.00,-0.090986,66.00,-1.500000E-3,-2.180310E-2,-5.000000E-4,0.02,0.00,0.02,0.00
33.00,-0.130844,66.00,33.00,-0.106459,66.00,-1.600000E-3,-2.438500E-2,-5.000000E-4,0.02,0.00,0.02,0.00
30.00,-0.149625,66.00,30.00,-0.122578,66.00,-1.800000E-3,-2.704700E-2,-6.000000E-4,0.03,0.00,0.03,0.00
27.00,-0.168587,66.00,27.00,-0.138821,66.00,-1.900000E-3,-2.976600E-2,-5.000000E-4,0.03,0.00,0.03,0.00
24.00,-0.187448,66.00,24.00,-0.154926,66.00,-2.000000E-3,-3.252200E-2,-6.000000E-4,0.03,0.00,0.03,0.00
21.00,-0.205645,66.00,21,-0.170356,66.00,-2.100000E-3,-3.528900E-2,-6.000000E-4,0.04,0.00,0.04,0.00
18.00,-0.222805,66.00,18,-0.184758,66.00,-2.100000E-3,-3.804700E-2,-6.000000E-4,0.04,0.00,0.04,0.00
15.00,-0.238509,66.00,15.00,-0.197741,66.00,-2.200000E-3,-4.076800E-2,-6.000000E-4,0.04,0.00,0.04,0.00
12.00,-0.252640,66.00,12.00,-0.209204,66.00,-2.300000E-3,-4.343600E-2,-6.000000E-4,0.04,0.00,0.04,0.00
9.00,-0.264542,66.00,9.00,-0.218519,66.00,-2.290000E-3,-4.602300E-2,-7.000000E-4,0.05,0.00,0.05,0.00
6.00,-0.273618,66.00,6.00,-0.225116,66.00,-2.300000E-3,-4.850200E-2,-8.000000E-4,0.05,0.00,0.05,0.00
3.00,-0.280235,66.00,3.00,-0.229397,66.00,-2.310000E-3,-5.083800E-2,-9.000000E-4,0.05,0.00,0.05,0.00
-0.002239,-0.284041,66.00,0.000026,-0.231056,66.00,-2.264506E-3,-5.298500E-2,-1.000000E-3,0.05,0.00,0.05,0.00
-3.00,-0.284780,66.00,-3.00,-0.229877,66.00,-2.220000E-3,-5.490300E-2,-1.000000E-3,0.05,0.00,0.05,0.00
-6.00,-0.282639,66.00,-6.00,-0.226095,66.00,-2.120000E-3,-5.654400E-2,-1.200000E-3,0.06,0.00,0.06,0.00
-9.00,-0.277282,66.00,-9,-0.219423,66.00,-2.010000E-3,-5.785900E-2,-1.300000E-3,0.06,0.00,0.06,0.00
-12.00,-0.269479,66.00,-12.00,-0.210672,66.00,-1.800000E-3,-5.880700E-2,-1.400000E-3,0.06,0.00,0.06,0.00
-15.00,-0.258988,66.00,-15,-0.199643,66.00,-1.700000E-3,-5.934500E-2,-1.500000E-3,0.06,0.00,0.06,0.00
-18.00,-0.246520,66.00,-18,-0.187076,66.00,-1.500000E-3,-5.944400E-2,-1.600000E-3,0.06,0.00,0.06,0.00
-21.00,-0.232071,66.00,-21.00,-0.172997,66.00,-1.300000E-3,-5.907400E-2,-1.700000E-3,0.06,0.00,0.06,0.00
-24.00,-0.215949,66.00,-24.00,-0.157737,66.00,-1.000000E-3,-5.821200E-2,-1.800000E-3,0.06,0.00,0.06,0.00
-27.00,-0.198813,66.00,-27.00,-0.141982,66.00,-8.000000E-4,-5.683100E-2,-1.700000E-3,0.06,0.00,0.06,0.00
-30.00,-0.180915,66.00,-30.00,-0.126003,66.00,-6.000000E-4,-5.491200E-2,-1.700000E-3,0.05,0.00,0.05,0.00
-33,-0.162472,66.00,-33.00,-0.110026,66.00,-4.000000E-4,-5.244600E-2,-1.700000E-3,0.05,0.00,0.05,0.00
-36.00,-0.143785,66.00,-36.00,-0.094357,66.00,-1.000000E-4,-4.942830E-2,-1.700000E-3,0.05,0.00,0.05,0.00
-39.00,-0.125476,66.00,-39.00,-0.079588,66.00,0.000000E+0,-4.588830E-2,-1.600000E-3,0.05,0,0.05,0.00
-42.00,-0.107795,66.00,-42.00,-0.065927,66.00,1.000000E-4,-4.186820E-2,-1.600000E-3,0.04,0.00,0.04,0.00
-45.00,-0.090855,66.00,-45.00,-0.053412,66.00,3.000000E-4,-3.744260E-2,-1.400000E-3,0.04,0.00,0.04,0.00
-48.00,-0.075418,66.00,-48.00,-0.042725,66.00,4.000000E-4,-3.269270E-2,-1.300000E-3,0.03,0.00,0.03,0.00
-51.00,-0.060525,66.00,-51.00,-0.032802,66.00,4.000000E-4,-2.772310E-2,-1.200000E-3,0.03,0.00,0.03,0.00
-54.00,-0.046895,66.00,-54.00,-0.024238,66.00,6.000000E-4,-2.265680E-2,-1.100000E-3,0.02,0.00,0.02,0.00
-57.00,-0.034727,66.00,-57.00,-0.017083,66.00,5.000000E-4,-1.764350E-2,-9.000000E-4,0.02,0.00,0.02,0.00
-60.00,-0.023886,66.00,-60.00,-0.011023,66.00,5.000000E-4,-1.286300E-2,-9.000000E-4,0.01,0.00,0.01,0.00
-63.00,-0.014754,66.00,-63.00,-0.006225,66.00,5.000000E-4,-8.528720E-3,-7.000000E-4,0.01,0.00,0.01,0.00
-66.00,-0.007472,66.00,-66.00,-0.002592,66.00,4.000000E-4,-4.880370E-3,-6.000000E-4,0.00,0.00,0.00,0.00
-69.00,-0.003148,66.00,-69.00,-0.000987,66.00,3.000000E-4,-2.161364E-3,-4.000000E-4,0.00,0.00,0.00,0.00
-72.00,-0.000473,66.00,-72.00,0.000074,66.00,2.000000E-4,-5.471994E-4,-3.000000E-4,0.00,0.00,0.00,0.00
-75,0.000001,66,-75,0.000001,66,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
75,0.000001,63,75,0.000001,63,0.000000E+0,0.000000E+0,0.000000E+0,0,0,0,0
72.00,-0.000652,63.00,72.00,-0.000239,63.00,-2.000000E-4,-4.133120E-4,-1.000000E-4,0.00,0.00,0.00,0.00
69.00,-0.003494,63.00,69.00,-0.001989,63.00,-3.000000E-4,-1.505220E-3,-2.000000E-4,0.00,0.00,0.00,0.00
66.00,-0.008942,63.00,66.00,-0.005733,63.00,-4.000000E-4,-3.208910E-3,-3.000000E-4,0.00,0.00,0.00,0.00
63.00,-0.016695,63.00,63.00,-0.011286,63.00,-6.000000E-4,-5.409000E-3,-3.000000E-4,0.01,0.00,0.01,0.00
60.00,-0.026981,63.00,60.00,-0.018993,63.00,-8.000000E-4,-7.988000E-3,-4.000000E-4,0.01,0.00,0.01,0.00
