x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z
63.00,-0.000739,72.00,63.00,-0.000398,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60.00,-0.001263,72.00,60.00,-0.000737,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57.00,-0.002245,72.00,57.00,-0.001506,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54.00,-0.003344,72.00,54.00,-0.002368,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51.00,-0.004566,72.00,51.00,-0.003339,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48.00,-0.006201,72.00,48.00,-0.004707,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45.00,-0.007886,72.00,45.00,-0.006116,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.00,-0.009890,72.00,42.00,-0.007830,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39.00,-0.012661,72.00,39.00,-0.010287,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36.00,-0.015456,72.00,36.00,-0.012747,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.00,-0.018673,72.00,33.00,-0.015627,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.00,-0.022125,72.00,30.00,-0.018741,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.00,-0.025211,72.00,27.00,-0.021477,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.00,-0.028598,72.00,24.00,-0.024498,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21.00,-0.031975,72.00,21.00,-0.027496,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.00,-0.035213,72.00,18.00,-0.030352,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.00,-0.038601,72.00,15.00,-0.033354,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
12.00,-0.041350,71.99,12.00,-0.035726,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
9.00,-0.043943,71.99,9.00,-0.037954,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
6.00,-0.045780,71.99,6.00,-0.039445,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
3.00,-0.047257,71.99,3.00,-0.040607,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-0.000750,-0.048021,71.99,0.000084,-0.041090,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-3.00,-0.048477,71.99,-3.00,-0.041304,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-6.00,-0.047857,71.99,-6.00,-0.040482,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-9.00,-0.046549,71.99,-9.00,-0.039015,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-12.00,-0.044933,71.99,-12.00,-0.037289,71.99,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-15.00,-0.042707,71.99,-15.00,-0.035003,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-18.00,-0.040269,72.00,-18.00,-0.032562,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-21.00,-0.037371,72.00,-21.00,-0.029723,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-24.00,-0.034515,72.00,-24.00,-0.026986,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-27.00,-0.031049,72.00,-27.00,-0.023696,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-30.00,-0.028201,72.00,-30.00,-0.021088,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-33.00,-0.024704,72.00,-33.00,-0.017895,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-36.00,-0.021130,72.00,-36.00,-0.014699,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-39.00,-0.017978,72.00,-39.00,-0.012000,72.00,0,-0.01,0.00,0.01,0,0.01,0.00
-42.00,-0.015149,72.00,-42.00,-0.009687,72.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-45.00,-0.012375,72.00,-45.00,-0.007477,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-48.00,-0.009913,72.00,-48.00,-0.005616,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-51.00,-0.007821,72.00,-51.00,-0.004159,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-54.00,-0.006132,72.00,-54.00,-0.003130,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-57.00,-0.004377,72.00,-57.00,-0.002040,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-60.00,-0.002818,72.00,-60.00,-0.001125,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-63.00,-0.001463,72.00,-63.00,-0.000360,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-66.00,-0.000589,72.00,-66.00,0.000016,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-69.00,0.000151,72.00,-69.00,0.000394,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-72.00,0.000041,72.00,-72.00,0.000097,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-75,0.000001,72,-75,0.000001,72,0,0,0,0,0,0,0
75,0.000001,69,75,0.000001,69,0,0,0,0,0,0,0
72.00,0.000175,69.00,72.00,0.000257,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.00,-0.000446,69.00,69.00,-0.000149,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66.00,-0.001340,69.00,66.00,-0.000648,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63.00,-0.003000,69.00,63.00,-0.001749,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60.00,-0.005838,69.00,60.00,-0.003893,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57.00,-0.009238,69.00,57.00,-0.006487,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54.00,-0.013246,69.00,54.00,-0.009599,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51.00,-0.018229,69.00,51.00,-0.013616,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48.00,-0.023802,69.00,48.00,-0.018167,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
45.00,-0.030088,69.00,45.00,-0.023386,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
42.00,-0.037342,69.00,42.00,-0.029529,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
39.00,-0.045841,69.00,39.00,-0.036876,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
36.00,-0.055042,69.00,36.00,-0.044892,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
33.00,-0.065395,69.00,33.00,-0.054025,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
30.00,-0.075894,69.00,30.00,-0.063274,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
27.00,-0.086332,69.00,27.00,-0.072426,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
24.00,-0.097359,69.00,24.00,-0.082135,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
21.00,-0.108201,69.00,21.00,-0.091626,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
18.00,-0.118593,69.00,18.00,-0.100651,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
15.00,-0.128260,69.00,15.00,-0.108945,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
12.00,-0.137003,68.99,12.00,-0.116332,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
9.00,-0.144274,68.99,9.00,-0.122287,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
6.00,-0.150418,68.99,6.00,-0.127185,68.99,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
3.00,-0.154766,68.99,3.00,-0.130381,68.99,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-0.001473,-0.157203,68.99,0.000117,-0.131782,68.99,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-3.00,-0.157716,68.99,-3.00,-0.131391,68.99,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-6.00,-0.156709,68.99,-6.00,-0.129626,68.99,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-9.00,-0.153618,68.99,-9.00,-0.125933,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-12.00,-0.149020,68.99,-12.00,-0.120900,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-15.00,-0.142915,68.99,-15.00,-0.114543,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-18.00,-0.135436,68.99,-18.00,-0.107005,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-21.00,-0.126920,69.00,-21.00,-0.098642,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-24.00,-0.117685,69.00,-24.00,-0.089781,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-27,-0.107683,69.00,-27.00,-0.080384,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-30.00,-0.097467,69.00,-30.00,-0.071015,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-33.00,-0.086714,69.00,-33.00,-0.061361,69.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-36.00,-0.076294,69.00,-36.00,-0.052300,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-39.00,-0.065651,69.00,-39.00,-0.043274,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-42.00,-0.055890,69.00,-42.00,-0.035371,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-45.00,-0.046493,69.00,-45.00,-0.028049,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-48.00,-0.038237,69.00,-48.00,-0.022051,69.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-51.00,-0.030586,69.00,-51.00,-0.016796,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-54.00,-0.023552,69.00,-54.00,-0.012241,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-57.00,-0.017016,69.00,-57.00,-0.008194,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-60.00,-0.011610,69.00,-60.00,-0.005192,69.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-63.00,-0.007058,69.00,-63.00,-0.002838,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-66.00,-0.003227,69.00,-66.00,-0.000862,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-69.00,-0.000948,69.00,-69.00,0.000053,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-72.00,0.000026,69.00,-72.00,0.000269,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-75,0.000001,69,-75,0.000001,69,0,0,0,0,0,0,0
75,0.000001,66,75,0.000001,66,0,0,0,0,0,0,0
72.00,-0.000187,66.00,72.00,0.000003,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.00,-0.001256,66.00,69.00,-0.000567,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66.00,-0.004033,66.00,66.00,-0.002493,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63.00,-0.008287,66.00,63.00,-0.005577,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60.00,-0.013853,66.00,60.00,-0.009702,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57.00,-0.021276,66.00,57.00,-0.015462,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
54.00,-0.029783,66.00,54.00,-0.022126,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
51.00,-0.039814,66.00,51.00,-0.030172,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
48.00,-0.051184,66.00,48.00,-0.039444,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
45.00,-0.064046,66.00,45.00,-0.050117,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
42.00,-0.078131,66.00,42.00,-0.061937,66.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
39.00,-0.093886,66.00,39.00,-0.075359,66.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
36.00,-0.110585,66.00,36.00,-0.089663,66.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
33.00,-0.128850,66.00,33.00,-0.105474,66.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
30.00,-0.147668,66.00,30.00,-0.121770,66.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
27.00,-0.166693,66.00,27.00,-0.138211,66.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
24.00,-0.185852,66.00,24.00,-0.154717,66.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
21.00,-0.204369,66.00,21,-0.170528,66.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
18.00,-0.222433,66.00,18,-0.185845,66.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
15.00,-0.239011,66.00,15.00,-0.199669,66.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
12.00,-0.253908,66.00,12.00,-0.211841,66.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
9.00,-0.266419,66.00,9.00,-0.221702,66.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
6.00,-0.276586,66.00,6.00,-0.229348,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
3.00,-0.284181,66.00,3.00,-0.234599,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-0.002154,-0.288879,66.00,0.000142,-0.237173,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-3.00,-0.290342,66.00,-3.00,-0.236769,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-6.00,-0.289059,66.00,-6.00,-0.233906,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-9.00,-0.284679,66.00,-9.00,-0.228259,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-12.00,-0.277375,66.00,-12,-0.220026,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-15.00,-0.267313,66.00,-15,-0.209394,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-18.00,-0.255483,66.00,-18.00,-0.197383,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-21.00,-0.241264,66.00,-21.00,-0.183396,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-24.00,-0.225372,66.00,-24.00,-0.168181,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-27.00,-0.208323,66.00,-27.00,-0.152278,66.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-30.00,-0.190193,66.00,-30.00,-0.135795,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-33.00,-0.171328,66.00,-33.00,-0.119099,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-36.00,-0.152496,66.00,-36.00,-0.102971,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-39.00,-0.133866,66.00,-39.00,-0.087577,66.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-42.00,-0.115390,66.00,-42.00,-0.072845,66.00,0,-0.04,0.00,0.04,0,0.04,0.00
-45.00,-0.097902,66.00,-45.00,-0.059565,66.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
-48.00,-0.081139,66.00,-48.00,-0.047403,66.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-51.00,-0.065613,66.00,-51.00,-0.036783,66.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-54.00,-0.051263,66.00,-54.00,-0.027519,66.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-57.00,-0.037980,66.00,-57.00,-0.019346,66.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-60.00,-0.026100,66.00,-60.00,-0.012408,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-63.00,-0.016335,66.00,-63.00,-0.007182,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-66.00,-0.008739,66.00,-66.00,-0.003453,66.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-69.00,-0.003348,66.00,-69.00,-0.000982,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-72.00,-0.000555,66.00,-72.00,0.000050,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-75,0.000001,66,-75,0.000001,66,0,0,0,0,0,0,0
75,0.000001,63,75,0.000001,63,0,0,0,0,0,0,0
72.00,-0.000754,63.00,72.00,-0.000416,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.00,-0.003121,63.00,69.00,-0.001885,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66.00,-0.008247,63.00,66.00,-0.005561,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63.00,-0.015925,63.00,63.00,-0.011298,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60.00,-0.025725,63.00,60.00,-0.018744,63.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
57.00,-0.037854,63.00,57.00,-0.028178,63.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
54.00,-0.052289,63.00,54.00,-0.039646,63.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
51.00,-0.068952,63.00,51.00,-0.053123,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
48.00,-0.087167,63.00,48.00,-0.067980,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
45.00,-0.107486,63.00,45.00,-0.084801,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
42.00,-0.129826,63.00,42.00,-0.103532,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
39.00,-0.153890,63.00,39.00,-0.123886,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
36.00,-0.179088,63.00,36.00,-0.145282,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
33.00,-0.206011,63.00,33.00,-0.168302,63.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
30.00,-0.233637,63.00,30,-0.191929,63.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
27.00,-0.261253,63.00,27.00,-0.215437,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
24.00,-0.289199,63.00,24.00,-0.239176,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
21.00,-0.316173,63.00,21.00,-0.261849,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
18.00,-0.341818,63.00,18.00,-0.283134,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
15.00,-0.365496,63.00,15.00,-0.302429,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
12.00,-0.386860,63.00,12.00,-0.319447,63.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00
9.00,-0.405125,63.00,9.00,-0.333479,63.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00
6.00,-0.420156,63.00,6.00,-0.344462,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
3.00,-0.431273,63.00,3.00,-0.351796,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
-0.002790,-0.438471,63.00,0.000127,-0.355546,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
-3.00,-0.441275,63.00,-3.00,-0.355299,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-6.00,-0.439840,63.00,-6.00,-0.351261,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-9.00,-0.434083,63.00,-9.00,-0.343395,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-12.00,-0.424471,63.00,-12.00,-0.332204,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-15.00,-0.411049,63.00,-15.00,-0.317777,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-18.00,-0.394342,63.00,-18.00,-0.300675,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-21.00,-0.374528,63.00,-21.00,-0.281125,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-24.00,-0.352353,63.00,-24.00,-0.259918,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-27.00,-0.327732,63.00,-27.00,-0.237021,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-30.00,-0.301337,63.00,-30,-0.213158,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-33.00,-0.274178,63.00,-33.00,-0.189376,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
-36.00,-0.246074,63.00,-36.00,-0.165524,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
-39,-0.217920,63.00,-39.00,-0.142486,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
-42.00,-0.190188,63.00,-42.00,-0.120709,63.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00
-45.00,-0.162878,63.00,-45.00,-0.100119,63.00,0,-0.06,0.00,0.06,0,0.06,0.00
-48.00,-0.136647,63.00,-48.00,-0.081271,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-51.00,-0.111655,63.00,-51.00,-0.064173,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-54.00,-0.087854,63.00,-54.00,-0.048581,63.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
-57.00,-0.066049,63.00,-57.00,-0.035047,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-60.00,-0.046676,63.00,-60.00,-0.023700,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-63.00,-0.029736,63.00,-63.00,-0.014173,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-66.00,-0.016517,63.00,-66.00,-0.007345,63.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-69.00,-0.007225,63.00,-69.00,-0.002996,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-72.00,-0.001742,63.00,-72.00,-0.000637,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-75,0.000001,63,-75,0.000001,63,0,0,0,0,0,0,0
75,0.000001,60,75,0.000001,60,0,0,0,0,0,0,0
72.00,-0.001382,60.00,72.00,-0.000869,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.00,-0.005798,60.00,69.00,-0.003905,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66.00,-0.013911,60.00,66.00,-0.009857,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63.00,-0.025781,60.00,63.00,-0.018904,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
60.00,-0.040714,60.00,60.00,-0.030461,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
57.00,-0.058665,60.00,57.00,-0.044588,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
54.00,-0.079885,60.00,54.00,-0.061622,60.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
51.00,-0.103777,60.00,51.00,-0.081043,60.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
48.00,-0.130164,60.00,48.00,-0.102731,60.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
45.00,-0.159184,60.00,45.00,-0.126873,60.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
42.00,-0.190307,60.00,42.00,-0.152967,60.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
